School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City
Jim Thorpe Fundamental School,"2450 West Alton Avenue, Santa Ana, CA, 92704","7
",6,7,7,"['Elementary school', 'Public district']",4.4,https://www.greatschools.org/california/santa-ana/11027-Jim-Thorpe-Fundamental-School/reviews/,https://www.greatschools.org/california/santa-ana/11027-Jim-Thorpe-Fundamental-School/,Santa Ana
El Sol Santa Ana Science And Arts Academy,"328 West Halesworth Street, Santa Ana, CA, 92701","7
",8,6,5,"['Elementary school', 'Middle school', 'Public charter']",4.2,https://www.greatschools.org/california/santa-ana/11994-El-Sol-Santa-Ana-Science-And-Arts-Academy/reviews/,https://www.greatschools.org/california/santa-ana/11994-El-Sol-Santa-Ana-Science-And-Arts-Academy/,Santa Ana
R. F. Hazard Elementary School,"4218 Hazard Avenue, Santa Ana, CA, 92703","7
",5,8,9,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/3753-R.-F.-Hazard-Elementary-School/,Santa Ana
Magnolia Science Academy Santa Ana,"2840 West 1st Street, Santa Ana, CA, 92703","6
",7,6,4,"['Elementary school', 'Middle school', 'High school', 'Public charter']",4,https://www.greatschools.org/california/santa-ana/31748-Magnolia-Science-Academy-Santa-Ana/reviews/,https://www.greatschools.org/california/santa-ana/31748-Magnolia-Science-Academy-Santa-Ana/,Santa Ana
Newhope Elementary School,"4419 West Regent Drive, Santa Ana, CA, 92704","6
",7,5,6,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/3769-Newhope-Elementary-School/,Santa Ana
Fairhaven Elementary School,"1415 Fairhaven Avenue, Santa Ana, CA, 92705","6
",9,4,5,"['Elementary school', 'Public district']",2.2,https://www.greatschools.org/california/santa-ana/3927-Fairhaven-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/3927-Fairhaven-Elementary-School/,Santa Ana
George Washington Carver Elementary School,"1401 West Santa Ana Boulevard, Santa Ana, CA, 92703","6
",10,4,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4017-George-Washington-Carver-Elementary-School/,Santa Ana
Greenville Fundamental Elementary School,"3600 South Raitt Street, Santa Ana, CA, 92704","6
",6,6,6,"['Elementary school', 'Public district']",3.7,https://www.greatschools.org/california/santa-ana/4025-Greenville-Fundamental-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4025-Greenville-Fundamental-Elementary-School/,Santa Ana
John F. Kennedy Elementary School,"1300 East McFadden Avenue, Santa Ana, CA, 92705","6
",7,4,5,"['Elementary school', 'Public district']",2,N/A,https://www.greatschools.org/california/santa-ana/4031-John-F.-Kennedy-Elementary-School/,Santa Ana
Madison Elementary School,"1124 East Hobart Street, Santa Ana, CA, 92707","6
",8,4,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4037-Madison-Elementary-School/,Santa Ana
Martin Elementary School,"939 West Wilshire Avenue, Santa Ana, CA, 92707","6
",7,4,5,"['Elementary school', 'Public district']",4.5,N/A,https://www.greatschools.org/california/santa-ana/4038-Martin-Elementary-School/,Santa Ana
Wilson Elementary School,"1317 North Baker Street, Santa Ana, CA, 92706","6
",8,4,5,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/santa-ana/4060-Wilson-Elementary-School/,Santa Ana
Loma Vista Elementary School,"13822 Prospect Avenue, Santa Ana, CA, 92705","6
",8,6,3,"['Elementary school', 'Public district']",4.7,https://www.greatschools.org/california/santa-ana/4077-Loma-Vista-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4077-Loma-Vista-Elementary-School/,Santa Ana
Edward B. Cole Academy,"333 East Walnut Street, Santa Ana, CA, 92701","5
",5,5,5,"['Elementary school', 'Public charter']",4.6,https://www.greatschools.org/california/santa-ana/12370-Edward-B.-Cole-Academy/reviews/,https://www.greatschools.org/california/santa-ana/12370-Edward-B.-Cole-Academy/,Santa Ana
Orange County Educational Arts Academy,"825 N. BRd.way, Santa Ana, CA, 92701","5
",6,5,5,"['Elementary school', 'Middle school', 'Public charter']",4.3,https://www.greatschools.org/california/santa-ana/14087-Orange-County-Educational-Arts-Academy/reviews/,https://www.greatschools.org/california/santa-ana/14087-Orange-County-Educational-Arts-Academy/,Santa Ana
Scholarship Prep - Santa Ana,"1010 West 17th Street, Santa Ana, CA, 92706","5
",5,4,5,"['Elementary school', 'Middle school', 'Public charter']",3,N/A,https://www.greatschools.org/california/santa-ana/32462-Scholarship-Prep---Santa-Ana/,Santa Ana
Advanced Learning Academy,"335 East Walnut Street, Santa Ana, CA, 92701","5
",6,5,5,"['Elementary school', 'Middle school', 'High school', 'Public charter']",N/A,N/A,https://www.greatschools.org/california/santa-ana/32659-Advanced-Learning-Academy/,Santa Ana
Heritage Elementary School,"426 South Andres Place, Santa Ana, CA, 92704","5
",6,5,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/3754-Heritage-Elementary-School/,Santa Ana
Rosita Elementary School,"4726 Hazard Avenue, Santa Ana, CA, 92703","5
",5,6,5,"['Elementary school', 'Public district']",2,N/A,https://www.greatschools.org/california/santa-ana/3780-Rosita-Elementary-School/,Santa Ana
Edward Russell Elementary School,"600 South Jackson Street, Santa Ana, CA, 92704","5
",6,4,4,"['Elementary school', 'Public district']",4.8,N/A,https://www.greatschools.org/california/santa-ana/3781-Edward-Russell-Elementary-School/,Santa Ana
Adams Elementary School,"2130 South Raitt Street, Santa Ana, CA, 92704","5
",6,3,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4015-Adams-Elementary-School/,Santa Ana
Wallace R. Davis Elementary School,"1405 French Street, Santa Ana, CA, 92701","5
",6,5,5,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4019-Wallace-R.-Davis-Elementary-School/,Santa Ana
Franklin Elementary School,"210 West Cubbon Street, Santa Ana, CA, 92701","5
",7,4,4,"['Elementary school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/santa-ana/4022-Franklin-Elementary-School/,Santa Ana
Fremont Elementary School,"1930 West 10th Street, Santa Ana, CA, 92703","5
",7,4,3,"['Elementary school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/santa-ana/4023-Fremont-Elementary-School/,Santa Ana
Andrew Jackson Elementary School,"1143 South Nakoma Drive, Santa Ana, CA, 92704","5
",7,3,3,"['Elementary school', 'Public district']",3,N/A,https://www.greatschools.org/california/santa-ana/4029-Andrew-Jackson-Elementary-School/,Santa Ana
Jefferson Elementary School,"1522 West Adams Street, Santa Ana, CA, 92704","5
",7,4,4,"['Elementary school', 'Public district']",4,N/A,https://www.greatschools.org/california/santa-ana/4030-Jefferson-Elementary-School/,Santa Ana
Theodore Roosevelt Elementary School,"501 South Halladay Street, Santa Ana, CA, 92701","5
",7,4,3,"['Elementary school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/santa-ana/4048-Theodore-Roosevelt-Elementary-School/,Santa Ana
Santiago Elementary School,"2212 North Baker Street, Santa Ana, CA, 92706","5
",6,5,5,"['Elementary school', 'Middle school', 'Public district']",3.9,https://www.greatschools.org/california/santa-ana/4051-Santiago-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4051-Santiago-Elementary-School/,Santa Ana
Washington Elementary School,"910 West Anahurst Place, Santa Ana, CA, 92707","5
",7,3,3,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4058-Washington-Elementary-School/,Santa Ana
Guin Foss Elementary School,"18492 Vanderlip Avenue, Santa Ana, CA, 92705","5
",5,7,4,"['Elementary school', 'Public district']",4.3,https://www.greatschools.org/california/santa-ana/4072-Guin-Foss-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4072-Guin-Foss-Elementary-School/,Santa Ana
Heroes Elementary School,"1111 West Civic Center Drive, Santa Ana, CA, 92703","4
",4,4,4,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/24660-Heroes-Elementary-School/,Santa Ana
Manuel Esqueda Elementary School,"2240 South Main Street, Santa Ana, CA, 92707","4
",5,3,3,"['Elementary school', 'Middle school', 'Public district']",4.2,https://www.greatschools.org/california/santa-ana/14096-Manuel-Esqueda-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/14096-Manuel-Esqueda-Elementary-School/,Santa Ana
Citrus Springs Charter,"2121 North Grand Avenue, Santa Ana, CA, 92705","4
",4,6,3,"['Elementary school', 'Middle school', 'High school', 'Public charter']",N/A,N/A,https://www.greatschools.org/california/santa-ana/32460-Citrus-Springs-Charter/,Santa Ana
Vista Condor Global Academy,"2519 West 5th Street, Santa Ana, CA, 92703","4
",6,3,3,"['Elementary school', 'Public charter']",2.3,N/A,https://www.greatschools.org/california/santa-ana/32657-Vista-Condor-Global-Academy/,Santa Ana
Thomas A. Edison Elementary School,"2063 Orange Avenue, Santa Ana, CA, 92707","4
",6,3,3,"['Elementary school', 'Public district']",4.8,N/A,https://www.greatschools.org/california/santa-ana/4021-Thomas-A.-Edison-Elementary-School/,Santa Ana
Carl Harvey Elementary School,"1635 South Center Street, Santa Ana, CA, 92704","4
",6,3,3,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4026-Carl-Harvey-Elementary-School/,Santa Ana
Martin Luther King Jr. Elementary School,"1001 Graham Lane, Santa Ana, CA, 92703","4
",7,2,2,"['Elementary school', 'Public district']",2,N/A,https://www.greatschools.org/california/santa-ana/4032-Martin-Luther-King-Jr.-Elementary-School/,Santa Ana
Abraham Lincoln Elementary School,"425 South Sullivan Street, Santa Ana, CA, 92704","4
",6,2,2,"['Elementary school', 'Public district']",2.3,N/A,https://www.greatschools.org/california/santa-ana/4034-Abraham-Lincoln-Elementary-School/,Santa Ana
Monte Vista Elementary School,"2116 West Monta Vista Avenue, Santa Ana, CA, 92704","4
",6,2,2,"['Elementary school', 'Public district']",4,N/A,https://www.greatschools.org/california/santa-ana/4042-Monte-Vista-Elementary-School/,Santa Ana
Diamond Elementary School,"1450 South Center Street, Santa Ana, CA, 92704","3
",4,2,3,"['Elementary school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/santa-ana/4020-Diamond-Elementary-School/,Santa Ana
Garfield Elementary School,"850 Brown Street, Santa Ana, CA, 92701","3
",4,2,2,"['Elementary school', 'Public district']",4.6,N/A,https://www.greatschools.org/california/santa-ana/4024-Garfield-Elementary-School/,Santa Ana
Martin R. Heninger Elementary School,"417 West Walnut Street, Santa Ana, CA, 92701","3
",4,3,3,"['Elementary school', 'Middle school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4027-Martin-R.-Heninger-Elementary-School/,Santa Ana
Pio Pico Elementary School,"931 West Highland Street, Santa Ana, CA, 92703","3
",4,2,2,"['Elementary school', 'Public district']",3.8,N/A,https://www.greatschools.org/california/santa-ana/4045-Pio-Pico-Elementary-School/,Santa Ana
Taft Elementary School,"500 Keller Avenue, Santa Ana, CA, 92707","3
",5,2,2,"['Elementary school', 'Public district']",3,https://www.greatschools.org/california/santa-ana/4055-Taft-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4055-Taft-Elementary-School/,Santa Ana
Lowell Elementary School,"700 South Flower Street, Santa Ana, CA, 92703","2
",3,1,2,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/4035-Lowell-Elementary-School/,Santa Ana
Monroe Elementary School,"417 East Central Avenue, Santa Ana, CA, 92707","2
",3,2,2,"['Elementary school', 'Public district']",2.5,N/A,https://www.greatschools.org/california/santa-ana/4041-Monroe-Elementary-School/,Santa Ana
Lydia Romero-Cruz Elementary School,"2701 West 5th Street, Santa Ana, CA, 92703","2
",4,1,1,"['Elementary school', 'Middle school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/santa-ana/4047-Lydia-Romero-Cruz-Elementary-School/,Santa Ana
Calvary Christian Pre-School,"1010 North Tustin Avenue, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/22644-Calvary-Christian-Pre-School/,Santa Ana
Plumfield Pre-School,"2112 East Santa Clara Avenue, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4,N/A,https://www.greatschools.org/california/santa-ana/22660-Plumfield-Pre-School/,Santa Ana
A G Minassian Armenian Dcc,"5315 West McFadden Avenue, Santa Ana, CA, 92704","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/22666-A-G-Minassian-Armenian-Dcc/,Santa Ana
Calvary Chapel High/Maranatha Christian Academy,"3800 South Fairview Street, Santa Ana, CA, 92704","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",3.5,N/A,https://www.greatschools.org/california/santa-ana/24181-Calvary-Chapel-High-Maranatha-Christian-Academy/,Santa Ana
Community School of Central Orange,"P.O. Box 10894, Santa Ana, CA, 92711","2
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/24215-Community-School-Of-Central-Orange/,Santa Ana
The Eirich,"13022 Olympia Way, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/24551-The-Eirich/,Santa Ana
Ari Guiragos Minassian Armenian,"5315 West McFadden Avenue, Santa Ana, CA, 92704","2
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/26076-Ari-Guiragos-Minassian-Armenian/,Santa Ana
Xenos Academy,"2221 East 4th Street, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/26127-Xenos-Academy/,Santa Ana
Kinder Care Learning Center #579,"2515 West Sunflower Avenue, Santa Ana, CA, 92704","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/27340-Kinder-Care-Learning-Center-579/,Santa Ana
Williams Child Development Center,"1936 East Deere Avenue #220, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/27977-Williams-Child-Development-Center/,Santa Ana
Peters Canyon School Age Cdc,"1936 East Deere Avenue #220, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/28076-Peters-Canyon-School-Age-Cdc/,Santa Ana
Red Hill Child Development Center,"1936 East Deere Avenue #220, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/28079-Red-Hill-Child-Development-Center/,Santa Ana
Santa Ana Pre-K-Heninger,"1601 East Chestnut Avenue, Santa Ana, CA, 92701","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/28357-Santa-Ana-Pre-K-Heninger/,Santa Ana
Think Together Day Care Center,"2100 East 4th Street #200, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/29179-Think-Together-Day-Care-Center/,Santa Ana
Ctrl Orange Coast Ymca Loma,"13822 Prospect Avenue, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/29181-Ctrl-Orange-Coast-Ymca-Loma/,Santa Ana
Los Ninos Head Start,"1510 North Parton Street, Santa Ana, CA, 92706","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/29447-Los-Ninos-Head-Start/,Santa Ana
Mitchell Child Development,"3001 West Harvard Street, Santa Ana, CA, 92704","2
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/santa-ana/12649-Mitchell-Child-Development/,Santa Ana
Santa Clara Day Nursery,"1021 North Newhope Street, Santa Ana, CA, 92703","2
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/12666-Santa-Clara-Day-Nursery/,Santa Ana
Plumfield School,"2112 E Santa Clara Ave, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/12873-Plumfield-School/,Santa Ana
Childtime Children's Center #201,"13881 Prospect Avenue, Santa Ana, CA, 92705","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/santa-ana/12879-Childtime-Childrens-Center-201/,Santa Ana
"Sound Chapel Preschool, Kindergarten & Daycare","651 W Sunflower Ave, Santa Ana, CA, 92707","2
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",1,N/A,https://www.greatschools.org/california/santa-ana/12885-Sound-Chapel-Preschool-Kindergarten--Daycare/,Santa Ana
South Coast Kindercare,"2515 West Sunflower Avenue, Santa Ana, CA, 92704","2
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/santa-ana/12955-South-Coast-Kindercare/,Santa Ana
